8; 6.4373016357421875
16; 8.344650268554688
32; 8.821487426757812
64; 11.682510375976562
128; 28.848648071289062
256; 37.670135498046875
512; 70.5718994140625
1024; 149.01161193847656
2048; 372.4098205566406
4096; 761.9857788085938
8; 4.76837158203125
16; 5.4836273193359375
32; 7.62939453125
64; 11.205673217773438
128; 18.835067749023438
256; 34.09385681152344
512; 70.33348083496094
1024; 148.773193359375
2048; 394.8211669921875
4096; 803.9474487304688
8; 5.7220458984375
16; 9.059906005859375
32; 7.8678131103515625
64; 10.967254638671875
128; 19.073486328125
256; 34.09385681152344
512; 72.24082946777344
1024; 145.43533325195312
2048; 356.91261291503906
4096; 762.939453125
8; 4.0531158447265625
16; 5.4836273193359375
32; 7.62939453125
64; 11.205673217773438
128; 18.596649169921875
256; 38.623809814453125
512; 71.52557373046875
1024; 150.6805419921875
2048; 468.96934509277344
4096; 755.7868957519531
8; 4.76837158203125
16; 5.4836273193359375
32; 7.3909759521484375
64; 10.013580322265625
128; 19.788742065429688
256; 43.8690185546875
512; 70.81031799316406
1024; 146.62742614746094
2048; 345.7069396972656
4096; 743.6275482177734
8; 4.0531158447265625
16; 5.7220458984375
32; 6.4373016357421875
64; 10.013580322265625
128; 19.073486328125
256; 34.57069396972656
512; 80.58547973632812
1024; 158.3099365234375
2048; 340.7001495361328
4096; 888.3476257324219
8; 4.5299530029296875
16; 5.4836273193359375
32; 15.974044799804688
64; 16.689300537109375
128; 20.742416381835938
256; 36.47804260253906
512; 71.04873657226562
1024; 150.20370483398438
2048; 376.9397735595703
4096; 745.5348968505859
8; 7.152557373046875
16; 5.9604644775390625
32; 6.67572021484375
64; 10.967254638671875
128; 19.550323486328125
256; 35.04753112792969
512; 71.04873657226562
1024; 161.88621520996094
2048; 337.6007080078125
4096; 785.3507995605469
8; 5.9604644775390625
16; 4.76837158203125
32; 6.9141387939453125
64; 11.205673217773438
128; 19.311904907226562
256; 35.04753112792969
512; 85.35385131835938
1024; 251.77001953125
2048; 335.45494079589844
4096; 751.2569427490234
